date,team,oppteam,location,teamscore,oppscore
12/6/2023,Campbell,Davidson,V,50,62
12/6/2023,Coppin St.,Wagner,H,59,62
12/6/2023,Iona,Hofstra,H,57,62
12/6/2023,Loyola Maryland,La Salle,V,61,62
12/6/2023,Northern Ky.,Illinois St.,V,59,62
12/6/2023,South Alabama,Mercer,V,83,62
12/6/2023,Pittsburgh,West Virginia,V,80,63
12/6/2023,Stony Brook,Stonehill,H,81,63
12/6/2023,Brown,Rhode Island,V,67,64
12/6/2023,Dartmouth,New Hampshire,H,76,64
12/6/2023,Ohio St.,Miami (OH),H,84,64
12/6/2023,Texas A&M,DePaul,H,89,64
12/6/2023,Ball St.,Detroit Mercy,V,68,65
12/6/2023,Maine,Boston U.,V,74,65
12/6/2023,Marquette,Texas,H,86,65
12/6/2023,Minnesota,Nebraska,H,76,65
12/6/2023,Presbyterian,Florida A&M,H,60,65
12/6/2023,Long Beach St.,LIFE Pacific,H,88,66
12/6/2023,Wofford,Gardner-Webb,V,81,66
12/6/2023,Central Mich.,Valparaiso,H,71,67
12/6/2023,Clemson,South Carolina,H,72,67
12/6/2023,Rhode Island,Brown,H,64,67
12/6/2023,Siena,Bryant,H,51,67
12/6/2023,Detroit Mercy,Ball St.,H,65,68
12/6/2023,Nevada,UC Davis,H,80,68
12/6/2023,Toledo,Oakland,V,69,68
12/6/2023,American,Saint Joseph's,V,53,69
12/6/2023,Drake,Saint Louis,H,75,69
12/6/2023,Oakland,Toledo,H,68,69
12/6/2023,SIUE,Green Bay,H,78,69
12/6/2023,Utah Tech,California Baptist,V,72,69
12/6/2023,Southern Ind.,Purdue Fort Wayne,H,57,70
12/6/2023,Belmont,Lipscomb,H,72,71
12/6/2023,Fairfield,Yale,V,75,71
12/6/2023,St. Thomas (MN),Milwaukee,H,75,71
12/6/2023,Towson,Massachusetts,H,81,71
12/6/2023,Valparaiso,Central Mich.,V,67,71
12/6/2023,Vermont,Northeastern,V,73,71
12/6/2023,California Baptist,Utah Tech,H,69,72
12/6/2023,Duquesne,Marshall,V,85,72
12/6/2023,Lipscomb,Belmont,V,71,72
12/6/2023,South Carolina,Clemson,V,67,72
12/6/2023,Youngstown St.,Ohio,V,78,72
12/6/2023,Northeastern,Vermont,H,71,73
12/6/2023,UNI,Richmond,H,78,73
12/6/2023,Vanderbilt,San Francisco,H,60,73
12/6/2023,Arizona St.,SMU,H,76,74
12/6/2023,Boston U.,Maine,H,65,74
12/6/2023,UTRGV,A&M-Corpus Christi,V,76,74
12/6/2023,Maryland,Penn St.,H,81,75
12/6/2023,Milwaukee,St. Thomas (MN),V,71,75
12/6/2023,Rice,Houston,V,39,75
12/6/2023,Saint Louis,Drake,V,69,75
12/6/2023,Yale,Fairfield,H,71,75
12/6/2023,A&M-Corpus Christi,UTRGV,H,74,76
12/6/2023,Nebraska,Minnesota,V,65,76
12/6/2023,New Hampshire,Dartmouth,V,64,76
12/6/2023,Northern Ariz.,Abilene Christian,V,78,76
12/6/2023,Rutgers,Wake Forest,V,57,76
12/6/2023,SMU,Arizona St.,V,74,76
12/6/2023,NJIT,Fordham,V,80,77
12/6/2023,Abilene Christian,Northern Ariz.,H,76,78
12/6/2023,Green Bay,SIUE,V,69,78
12/6/2023,Ohio,Youngstown St.,H,72,78
12/6/2023,Richmond,UNI,V,73,78
12/6/2023,William & Mary,Old Dominion,H,84,79
12/6/2023,Canisius,Robert Morris,H,87,80
12/6/2023,Colorado St.,Denver,H,90,80
12/6/2023,Fordham,NJIT,H,77,80
12/6/2023,Memphis,VCU,V,85,80
12/6/2023,Morgan St.,UMBC,H,92,80
12/6/2023,UC Davis,Nevada,V,68,80
12/6/2023,West Virginia,Pittsburgh,H,63,80
12/6/2023,Gardner-Webb,Wofford,H,66,81
12/6/2023,Massachusetts,Towson,V,71,81
12/6/2023,Penn St.,Maryland,V,75,81
12/6/2023,Stonehill,Stony Brook,V,63,81
12/6/2023,Utah St.,San Diego,H,108,81
12/6/2023,Mercer,South Alabama,H,62,83
12/6/2023,Miami (OH),Ohio St.,V,64,84
12/6/2023,Old Dominion,William & Mary,V,79,84
12/6/2023,UC Santa Barbara,New Mexico,V,61,84
12/6/2023,Marshall,Duquesne,H,72,85
12/6/2023,Sacred Heart,St. John's (NY),V,50,85
12/6/2023,VCU,Memphis,H,80,85
12/6/2023,Texas,Marquette,V,65,86
12/6/2023,UC Riverside,Washington St.,V,49,86
12/6/2023,Omaha,Texas Tech,V,58,87
12/6/2023,Robert Morris,Canisius,V,80,87
12/6/2023,DePaul,Texas A&M,V,64,89
12/6/2023,Denver,Colorado St.,V,80,90
12/6/2023,UMBC,Morgan St.,V,80,92
12/6/2023,UMES,NC State,V,61,93
12/6/2023,Jacksonville,UCF,V,52,94
12/6/2023,Niagara,St. Bonaventure,H,60,94
12/6/2023,LIU,Miami (FL),V,49,97
12/6/2023,San Diego,Utah St.,V,81,108
12/7/2023,CSUN,Bethesda (CA),H,92,54
12/7/2023,Eastern Ill.,IUPUI,H,75,58
12/7/2023,Bellarmine,Berea,H,98,59
12/7/2023,Wright St.,Bethel (IN),H,81,62
12/7/2023,North Ala.,Rust,H,109,65
12/7/2023,Iowa St.,Iowa,H,90,65
12/7/2023,North Dakota St.,Portland,H,78,67
12/7/2023,Central Ark.,Little Rock,H,75,71
12/7/2023,Delaware St.,Virginia-Lynchburg,H,106,73
12/7/2023,IUPUI,Eastern Ill.,V,58,75
12/7/2023,Little Rock,Central Ark.,V,71,75
12/7/2023,Portland,North Dakota St.,V,67,78
12/7/2023,UNC Greensboro,Eastern Ky.,H,87,85
12/7/2023,Eastern Ky.,UNC Greensboro,V,85,87
12/7/2023,Iowa,Iowa St.,V,65,90
12/8/2023,Yale,Colby-Sawyer,H,95,36
12/8/2023,UIC,Jacksonville St.,V,55,49
12/8/2023,Jacksonville St.,UIC,H,49,55
12/8/2023,Rider,Stonehill,H,73,56
12/8/2023,Duquesne,Saint Peter's,H,68,59
12/8/2023,High Point,N.C. A&T,H,75,62
12/8/2023,Oakland,Eastern Mich.,V,77,63
12/8/2023,Boston College,Holy Cross,H,95,64
12/8/2023,Harvard,Army West Point,H,70,64
12/8/2023,Quinnipiac,Navy,H,71,68
12/8/2023,Saint Peter's,Duquesne,V,59,68
12/8/2023,Army West Point,Harvard,V,64,70
12/8/2023,Fairleigh Dickinson,Manhattan,V,76,71
12/8/2023,Navy,Quinnipiac,V,68,71
12/8/2023,Stonehill,Rider,V,56,73
12/8/2023,N.C. A&T,High Point,V,62,75
12/8/2023,Manhattan,Fairleigh Dickinson,H,71,76
12/8/2023,Eastern Mich.,Oakland,H,63,77
12/8/2023,Holy Cross,Boston College,V,64,95
12/9/2023,Lehigh,Cairn,H,88,33
12/9/2023,Southern U.,Southeastern La.,H,69,44
12/9/2023,George Washington,Coppin St.,H,76,45
12/9/2023,Seattle U,Northwest (WA),H,101,46
12/9/2023,Austin Peay,Murray St.,H,53,49
12/9/2023,Georgia Tech,Alabama A&M,H,70,49
12/9/2023,Oregon,UTEP,H,71,49
12/9/2023,Morgan St.,Virginia-Lynchburg,H,120,50
12/9/2023,Texas,Houston Christian,H,77,50
12/9/2023,Virginia Tech,Valparaiso,H,71,50
12/9/2023,Weber St.,Cal Poly,H,78,50
12/9/2023,Oral Roberts,Ozark Christian,H,110,51
12/9/2023,La Salle,Lafayette,V,67,51
12/9/2023,Utah St.,Northwest Nazarene,H,84,53
12/9/2023,Drake,Nevada,N,72,53
12/9/2023,Marist,Dartmouth,V,63,53
12/9/2023,Murray St.,Austin Peay,V,49,53
12/9/2023,Indiana St.,Southern Ind.,H,98,54
12/9/2023,Houston,Jackson St.,H,89,55
12/9/2023,Duke,Charlotte,H,80,56
12/9/2023,Fresno St.,Pacific,H,89,56
12/9/2023,Maine,Central Conn. St.,H,69,56
12/9/2023,North Florida,Ga. Southern,H,64,56
12/9/2023,St. Bonaventure,Siena,H,89,56
12/9/2023,Villanova,UCLA,H,65,56
12/9/2023,Fairfield,Sacred Heart,V,67,57
12/9/2023,Minnesota,FGCU,H,77,57
12/9/2023,Furman,Bob Jones,H,100,58
12/9/2023,A&M-Corpus Christi,Omaha,H,62,58
12/9/2023,Norfolk St.,Illinois St.,V,64,58
12/9/2023,Marquette,Notre Dame,H,78,59
12/9/2023,Wake Forest,NJIT,H,83,59
12/9/2023,Western Ill.,Green Bay,V,68,59
12/9/2023,Cal St. Fullerton,Sacramento St.,V,62,60
12/9/2023,Kansas St.,LSU,V,75,60
12/9/2023,Mercer,Georgia St.,H,64,60
12/9/2023,Missouri St.,Sam Houston,H,69,60
12/9/2023,West Virginia,Drexel,H,66,60
12/9/2023,Davidson,Miami (OH),H,79,61
12/9/2023,Longwood,Delaware St.,V,62,61
12/9/2023,Saint Mary's (CA),Colorado St.,V,64,61
12/9/2023,Delaware St.,Longwood,H,61,62
12/9/2023,Idaho,Utah Tech,V,63,62
12/9/2023,Omaha,A&M-Corpus Christi,V,58,62
12/9/2023,Pepperdine,UC San Diego,H,68,62
12/9/2023,Sacramento St.,Cal St. Fullerton,H,60,62
12/9/2023,San Diego St.,UC Irvine,H,63,62
12/9/2023,South Carolina,East Carolina,V,68,62
12/9/2023,Dartmouth,Marist,H,53,63
12/9/2023,Rutgers,Seton Hall,V,70,63
12/9/2023,UC Irvine,San Diego St.,V,62,63
12/9/2023,UConn,Ark.-Pine Bluff,H,101,63
12/9/2023,Utah Tech,Idaho,H,62,63
12/9/2023,Western Caro.,UNC Asheville,H,78,63
12/9/2023,Loyola Chicago,Goshen,H,115,64
12/9/2023,Queens (NC),CarolinaU,H,112,64
12/9/2023,Colorado St.,Saint Mary's (CA),H,61,64
12/9/2023,Creighton,Central Mich.,H,109,64
12/9/2023,Ga. Southern,North Florida,V,56,64
12/9/2023,Georgia St.,Mercer,V,60,64
12/9/2023,Grand Canyon,Liberty,V,69,64
12/9/2023,Illinois St.,Norfolk St.,H,58,64
12/9/2023,Kansas,Missouri,H,73,64
12/9/2023,Mount St. Mary's,Loyola Maryland,V,77,64
12/9/2023,Belmont,Middle Tenn.,V,75,65
12/9/2023,UCLA,Villanova,V,56,65
12/9/2023,Western Ky.,Buffalo,V,82,65
12/9/2023,Clemson,TCU,N,74,66
12/9/2023,Drexel,West Virginia,V,60,66
12/9/2023,Kentucky,Penn,N,81,66
12/9/2023,Montana,Montana Tech,H,88,67
12/9/2023,Kansas City,Lindenwood,V,72,67
12/9/2023,Lafayette,La Salle,H,51,67
12/9/2023,Louisiana Tech,Louisiana,H,72,67
12/9/2023,Sacred Heart,Fairfield,H,57,67
12/9/2023,Arkansas St.,UAB,H,87,68
12/9/2023,DePaul,Louisville,H,75,68
12/9/2023,East Carolina,South Carolina,H,62,68
12/9/2023,Eastern Wash.,Air Force,V,73,68
12/9/2023,Green Bay,Western Ill.,H,59,68
12/9/2023,Saint Louis,Hofstra,H,71,68
12/9/2023,Syracuse,Georgetown,V,80,68
12/9/2023,UC San Diego,Pepperdine,V,62,68
12/9/2023,Youngstown St.,Western Mich.,V,72,68
12/9/2023,American,VMI,V,77,69
12/9/2023,Central Conn. St.,Maine,V,56,69
12/9/2023,James Madison,Old Dominion,V,84,69
12/9/2023,Liberty,Grand Canyon,H,64,69
12/9/2023,Marshall,Ohio,V,74,69
12/9/2023,Sam Houston,Missouri St.,V,60,69
12/9/2023,South Dakota St.,Wichita St.,N,79,69
12/9/2023,Southeastern La.,Southern U.,V,44,69
12/9/2023,Utah,BYU,H,73,69
12/9/2023,Boise St.,Western Ore.,H,109,70
12/9/2023,Nicholls,Elizabeth City St.,H,84,70
12/9/2023,Alabama A&M,Georgia Tech,V,49,70
12/9/2023,Dayton,Troy,H,82,70
12/9/2023,Oklahoma,Arkansas,N,79,70
12/9/2023,Seton Hall,Rutgers,H,63,70
12/9/2023,Wyoming,SFA,H,78,70
12/9/2023,Bethune-Cookman,South Carolina St.,V,80,71
12/9/2023,Colgate,Vermont,V,77,71
12/9/2023,Hofstra,Saint Louis,V,68,71
12/9/2023,Monmouth,NIU,H,74,71
12/9/2023,Oregon St.,Utah Valley,H,74,71
12/9/2023,Pittsburgh,Canisius,H,82,71
12/9/2023,UTEP,Oregon,V,49,71
12/9/2023,Valparaiso,Virginia Tech,V,50,71
12/9/2023,Lindenwood,Kansas City,H,67,72
12/9/2023,Louisiana,Louisiana Tech,V,67,72
12/9/2023,Nevada,Drake,N,53,72
12/9/2023,Portland,North Dakota,V,83,72
12/9/2023,South Fla.,Florida St.,N,88,72
12/9/2023,Western Mich.,Youngstown St.,H,68,72
12/9/2023,Air Force,Eastern Wash.,H,68,73
12/9/2023,Arizona,Wisconsin,H,98,73
12/9/2023,BYU,Utah,V,69,73
12/9/2023,Missouri,Kansas,V,64,73
12/9/2023,South Dakota,CSU Bakersfield,H,78,73
12/9/2023,Towson,UMBC,V,89,73
12/9/2023,Washington,Gonzaga,H,78,73
12/9/2023,South Alabama,Spring Hill,H,91,74
12/9/2023,NIU,Monmouth,V,71,74
12/9/2023,Ohio,Marshall,H,69,74
12/9/2023,Radford,N.C. Central,H,82,74
12/9/2023,Southern Miss.,Northwestern St.,H,83,74
12/9/2023,Southern Utah,Idaho St.,H,82,74
12/9/2023,TCU,Clemson,N,66,74
12/9/2023,Utah Valley,Oregon St.,V,71,74
12/9/2023,LMU (CA),UNLV,V,78,75
12/9/2023,LSU,Kansas St.,H,60,75
12/9/2023,Louisville,DePaul,V,68,75
12/9/2023,Middle Tenn.,Belmont,H,65,75
12/9/2023,Northern Ariz.,UIW,V,76,75
12/9/2023,Stony Brook,Bryant,H,86,75
12/9/2023,UC Santa Barbara,Bethesda (CA),H,126,76
12/9/2023,Akron,Northern Ky.,V,77,76
12/9/2023,Auburn,Indiana,N,104,76
12/9/2023,Coppin St.,George Washington,V,45,76
12/9/2023,Florida,Richmond,N,87,76
12/9/2023,Mississippi St.,Tulane,N,106,76
12/9/2023,New Mexico,Santa Clara,N,93,76
12/9/2023,UIW,Northern Ariz.,H,75,76
12/9/2023,Portland St.,George Fox,H,83,77
12/9/2023,FGCU,Minnesota,V,57,77
12/9/2023,Houston Christian,Texas,V,50,77
12/9/2023,Kennesaw St.,USC Upstate,V,84,77
12/9/2023,Kent St.,Cleveland St.,H,83,77
12/9/2023,Loyola Maryland,Mount St. Mary's,H,64,77
12/9/2023,Massachusetts,UMass Lowell,H,91,77
12/9/2023,Northern Ky.,Akron,H,76,77
12/9/2023,VMI,American,H,69,77
12/9/2023,Vermont,Colgate,H,71,77
12/9/2023,Florida A&M,LeMoyne-Owen,H,108,78
12/9/2023,CSU Bakersfield,South Dakota,V,73,78
12/9/2023,Cal Poly,Weber St.,V,50,78
12/9/2023,Gonzaga,Washington,V,73,78
12/9/2023,Notre Dame,Marquette,V,59,78
12/9/2023,SFA,Wyoming,V,70,78
12/9/2023,UNC Asheville,Western Caro.,V,63,78
12/9/2023,UNLV,LMU (CA),H,75,78
12/9/2023,Arkansas,Oklahoma,N,70,79
12/9/2023,Binghamton,Le Moyne,H,91,79
12/9/2023,Miami (OH),Davidson,V,61,79
12/9/2023,Milwaukee,UC Davis,V,81,79
12/9/2023,Tennessee,Illinois,H,86,79
12/9/2023,Wichita St.,South Dakota St.,N,69,79
12/9/2023,Xavier,Cincinnati,H,84,79
12/9/2023,Charlotte,Duke,V,56,80
12/9/2023,Georgetown,Syracuse,H,68,80
12/9/2023,Penn St.,Ohio St.,H,83,80
12/9/2023,Purdue Fort Wayne,Southeast Mo. St.,H,89,80
12/9/2023,South Carolina St.,Bethune-Cookman,H,71,80
12/9/2023,Toledo,UNI,H,84,80
12/9/2023,Wofford,Coastal Carolina,V,88,80
12/9/2023,Penn,Kentucky,N,66,81
12/9/2023,UC Davis,Milwaukee,H,79,81
12/9/2023,Buffalo,Western Ky.,H,65,82
12/9/2023,Canisius,Pittsburgh,V,71,82
12/9/2023,Idaho St.,Southern Utah,V,74,82
12/9/2023,N.C. Central,Radford,V,74,82
12/9/2023,San Jose St.,New Orleans,H,87,82
12/9/2023,Troy,Dayton,V,70,82
12/9/2023,Cleveland St.,Kent St.,V,77,83
12/9/2023,NJIT,Wake Forest,V,59,83
12/9/2023,North Dakota,Portland,H,72,83
12/9/2023,Northwestern St.,Southern Miss.,V,74,83
12/9/2023,Ohio St.,Penn St.,V,80,83
12/9/2023,Cincinnati,Xavier,V,79,84
12/9/2023,Old Dominion,James Madison,H,69,84
12/9/2023,San Diego,Arizona St.,H,89,84
12/9/2023,UNI,Toledo,V,80,84
12/9/2023,USC Upstate,Kennesaw St.,H,77,84
12/9/2023,Merrimack,Felician,H,89,85
12/9/2023,Bryant,Stony Brook,V,75,86
12/9/2023,Illinois,Tennessee,V,79,86
12/9/2023,Purdue,Alabama,N,92,86
12/9/2023,New Orleans,San Jose St.,V,82,87
12/9/2023,Richmond,Florida,N,76,87
12/9/2023,UAB,Arkansas St.,V,68,87
12/9/2023,Coastal Carolina,Wofford,H,80,88
12/9/2023,Florida St.,South Fla.,N,72,88
12/9/2023,Arizona St.,San Diego,V,84,89
12/9/2023,Jackson St.,Houston,V,55,89
12/9/2023,Pacific,Fresno St.,V,56,89
12/9/2023,Siena,St. Bonaventure,V,56,89
12/9/2023,Southeast Mo. St.,Purdue Fort Wayne,V,80,89
12/9/2023,UMBC,Towson,H,73,89
12/9/2023,Butler,California,H,97,90
12/9/2023,Le Moyne,Binghamton,V,79,91
12/9/2023,UMass Lowell,Massachusetts,V,77,91
12/9/2023,Alabama,Purdue,N,86,92
12/9/2023,Santa Clara,New Mexico,N,76,93
12/9/2023,California,Butler,V,90,97
12/9/2023,Southern Ind.,Indiana St.,V,54,98
12/9/2023,Wisconsin,Arizona,V,73,98
12/9/2023,Ark.-Pine Bluff,UConn,V,63,101
12/9/2023,Indiana,Auburn,N,76,104
12/9/2023,Tulane,Mississippi St.,N,76,106
12/9/2023,Central Mich.,Creighton,V,64,109
12/10/2023,North Dakota St.,Oak Hills Christian,H,108,14
12/10/2023,Stetson,Johnson (FL),H,123,43
12/10/2023,Bowling Green,Ohio Dominican,H,97,49
12/10/2023,UNCW,Montreat,H,119,50
12/10/2023,William & Mary,Virginia-Lynchburg,H,99,50
12/10/2023,St. Thomas (MN),Chicago St.,V,66,50
12/10/2023,Chattanooga,Tenn. Wesleyan,H,112,51
12/10/2023,UT Martin,Ecclesia,H,110,52
12/10/2023,Hawaii,Hawaii Pacific,H,78,53
12/10/2023,Iona,Saint Francis (PA),H,61,54
12/10/2023,Providence,Brown,H,74,54
12/10/2023,Eastern Ky.,Bethany (WV),H,121,56
12/10/2023,Iowa St.,Prairie View,H,107,56
12/10/2023,Oklahoma St.,Tulsa,N,72,57
12/10/2023,VCU,Alcorn,H,86,58
12/10/2023,Boston U.,Wagner,V,73,59
12/10/2023,Fordham,North Texas,N,60,59
12/10/2023,Northwestern,Detroit Mercy,H,91,59
12/10/2023,UTSA,Ark.-Fort Smith,H,93,60
12/10/2023,North Texas,Fordham,N,59,60
12/10/2023,Saint Francis (PA),Iona,V,54,61
12/10/2023,Colorado,Miami (FL),N,90,63
12/10/2023,Niagara,Buffalo St.,H,113,64
12/10/2023,Washington St.,Grambling,H,83,65
12/10/2023,Chicago St.,St. Thomas (MN),H,50,66
12/10/2023,Ole Miss,UCF,V,70,68
12/10/2023,Winthrop,Little Rock,V,85,68
12/10/2023,Abilene Christian,Howard Payne,H,120,69
12/10/2023,Central Ark.,Eastern Ill.,V,73,70
12/10/2023,Col. of Charleston,Rhode Island,H,85,70
12/10/2023,Nebraska,Michigan St.,H,77,70
12/10/2023,Saint Joseph's,Princeton,H,74,70
12/10/2023,UCF,Ole Miss,H,68,70
12/10/2023,Ball St.,SIUE,H,83,71
12/10/2023,Lipscomb,Tennessee St.,H,78,71
12/10/2023,ETSU,Tennessee Tech,H,73,72
12/10/2023,Tulsa,Oklahoma St.,N,57,72
12/10/2023,Eastern Ill.,Central Ark.,H,70,73
12/10/2023,Temple,UAlbany,N,78,73
12/10/2023,Tennessee Tech,ETSU,V,72,73
12/10/2023,UNC Greensboro,Elon,H,82,73
12/10/2023,Wagner,Boston U.,H,59,73
12/10/2023,Brown,Providence,V,54,74
12/10/2023,Princeton,Saint Joseph's,V,70,74
12/10/2023,Memphis,Texas A&M,V,81,75
12/10/2023,Michigan St.,Nebraska,V,70,77
12/10/2023,Morehead St.,North Ala.,V,86,77
12/10/2023,Tennessee St.,Lipscomb,V,71,78
12/10/2023,UAlbany,Temple,N,73,78
12/10/2023,Long Beach St.,Southern California,V,84,79
12/10/2023,Boston College,St. John's (NY),N,86,80
12/10/2023,Michigan,Iowa,V,90,80
12/10/2023,Texas A&M,Memphis,H,75,81
12/10/2023,Elon,UNC Greensboro,V,73,82
12/10/2023,Grambling,Washington St.,V,65,83
12/10/2023,SIUE,Ball St.,V,71,83
12/10/2023,Southern California,Long Beach St.,H,79,84
12/10/2023,Little Rock,Winthrop,H,68,85
12/10/2023,Rhode Island,Col. of Charleston,V,70,85
12/10/2023,Alcorn,VCU,V,58,86
12/10/2023,North Ala.,Morehead St.,H,77,86
12/10/2023,St. John's (NY),Boston College,N,80,86
12/10/2023,Iowa,Michigan,H,80,90
12/10/2023,Miami (FL),Colorado,N,63,90
12/10/2023,Detroit Mercy,Northwestern,V,59,91
12/10/2023,Prairie View,Iowa St.,V,56,107
12/11/2023,Gonzaga,Mississippi Val.,H,78,40
12/11/2023,Hampton,Mary Baldwin,H,100,53
12/11/2023,Texas St.,Jarvis Christian,H,107,58
12/11/2023,Gardner-Webb,North Greenville,H,79,60
12/11/2023,Longwood,Gallaudet,H,92,61
12/11/2023,New Hampshire,Stonehill,H,75,62
12/11/2023,Yale,Quinnipiac,V,73,66
12/11/2023,Penn,Howard,H,78,68
12/11/2023,Delaware,Robert Morris,V,73,69
12/11/2023,San Francisco,New Orleans,H,85,72
12/11/2023,Quinnipiac,Yale,H,66,73
12/11/2023,Robert Morris,Delaware,H,69,73
12/11/2023,CSUN,Utah Tech,H,80,75
12/11/2023,Stonehill,New Hampshire,V,62,75
12/11/2023,Howard,Penn,V,68,78
12/11/2023,Mississippi Val.,Gonzaga,V,40,78
12/11/2023,Utah Tech,CSUN,V,75,80
12/11/2023,Columbia,Fairleigh Dickinson,V,87,83
12/11/2023,New Orleans,San Francisco,V,72,85
12/11/2023,South Carolina St.,Jacksonville,H,86,85
12/11/2023,Jacksonville,South Carolina St.,V,85,86
12/11/2023,Fairleigh Dickinson,Columbia,H,83,87
12/11/2023,Samford,Alabama A&M,H,118,91
12/11/2023,Tex. A&M-Commerce,Northern Colo.,H,101,99
12/11/2023,Northern Colo.,Tex. A&M-Commerce,V,99,101
12/11/2023,Alabama A&M,Samford,V,91,118
12/12/2023,North Dakota,Waldorf,H,87,36
12/12/2023,Tarleton St.,Sterling (KS),H,85,47
12/12/2023,Cincinnati,Bryant,H,85,53
12/12/2023,Boise St.,Northwestern St.,H,95,54
12/12/2023,Georgetown,Coppin St.,H,71,54
12/12/2023,Oregon,California Baptist,H,76,55
12/12/2023,UNI,Prairie View,H,74,55
12/12/2023,Radford,VMI,H,73,56
12/12/2023,Tennessee,Ga. Southern,H,74,56
12/12/2023,Kansas City,Tabor,H,80,57
12/12/2023,Campbell,Pfeiffer,H,88,59
12/12/2023,Louisiana Tech,Southeastern La.,H,89,60
12/12/2023,Saint Peter's,UMBC,H,66,60
12/12/2023,Southern U.,Champion Chris.,H,109,61
12/12/2023,Seton Hall,Monmouth,H,70,61
12/12/2023,N.C. Central,N.C. A&T,V,67,62
12/12/2023,Sam Houston,ULM,H,63,62
12/12/2023,Troy,Southern-N.O.,H,110,63
12/12/2023,ULM,Sam Houston,V,62,63
12/12/2023,Lindenwood,Avila,H,81,64
12/12/2023,Maryland,Alcorn,H,105,65
12/12/2023,Minnesota,IUPUI,H,101,65
12/12/2023,UMass Lowell,LIU,H,78,65
12/12/2023,UMBC,Saint Peter's,V,60,66
12/12/2023,N.C. A&T,N.C. Central,H,62,67
12/12/2023,NC State,UT Martin,H,81,67
12/12/2023,Austin Peay,Southern Ill.,V,70,68
12/12/2023,Duke,Hofstra,H,89,68
12/12/2023,Green Bay,UIC,V,70,68
12/12/2023,Monmouth,Seton Hall,V,61,70
12/12/2023,Southern Ill.,Austin Peay,H,68,70
12/12/2023,UIC,Green Bay,H,68,70
12/12/2023,New Mexico St.,Northern N.M.,H,76,71
12/12/2023,Coppin St.,Georgetown,V,54,71
12/12/2023,George Washington,Bowie St.,H,88,73
12/12/2023,VMI,Radford,V,56,73
12/12/2023,Tennessee Tech,Bethel (TN),H,81,74
12/12/2023,Ga. Southern,Tennessee,V,56,74
12/12/2023,Prairie View,UNI,V,55,74
12/12/2023,California Baptist,Oregon,V,55,76
12/12/2023,Texas Tech,Oral Roberts,H,82,76
12/12/2023,LIU,UMass Lowell,V,65,78
12/12/2023,UT Martin,NC State,V,67,81
12/12/2023,Oral Roberts,Texas Tech,V,76,82
12/12/2023,Western Ky.,Wright St.,V,91,84
12/12/2023,Bryant,Cincinnati,V,53,85
12/12/2023,South Fla.,Ark.-Pine Bluff,H,104,86
12/12/2023,Hofstra,Duke,V,68,89
12/12/2023,Southeastern La.,Louisiana Tech,V,60,89
12/12/2023,Wright St.,Western Ky.,H,84,91
12/12/2023,Northwestern St.,Boise St.,V,54,95
12/12/2023,IUPUI,Minnesota,V,65,101
12/12/2023,Ark.-Pine Bluff,South Fla.,V,86,104
12/12/2023,Alcorn,Maryland,V,65,105
12/13/2023,Eastern Wash.,Portland Bible,H,103,34
12/13/2023,Princeton,Bryn Athyn,H,92,40
12/13/2023,McNeese,Southern Miss.,H,67,48
12/13/2023,Howard,Regent,H,88,49
12/13/2023,Presbyterian,Mid-Atlantic Christ.,H,118,51
12/13/2023,Liberty,Tennessee St.,H,74,52
12/13/2023,Dartmouth,Boston U.,H,63,54
12/13/2023,Nevada,Weber St.,H,72,55
12/13/2023,LSU,Alabama St.,H,74,56
12/13/2023,Rice,UIW,H,80,57
12/13/2023,San Francisco,Seattle U,H,62,59
12/13/2023,Fla. Atlantic,FIU,H,94,60
12/13/2023,Auburn,UNC Asheville,N,87,62
12/13/2023,Louisiana,Eastern Ky.,H,73,62
12/13/2023,Seattle U,San Francisco,V,59,62
12/13/2023,Arkansas St.,Louisville,V,75,63
12/13/2023,Boston U.,Dartmouth,V,54,63
12/13/2023,North Ala.,Charleston So.,V,76,64
12/13/2023,UNLV,Creighton,H,79,64
12/13/2023,Longwood,Milwaukee,V,80,67
12/13/2023,Southern Miss.,McNeese,V,48,67
12/13/2023,Weber St.,Nevada,V,55,72
12/13/2023,Chicago St.,Northwestern,V,75,73
12/13/2023,Eastern Ky.,Louisiana,V,62,73
12/13/2023,Alabama St.,LSU,V,56,74
12/13/2023,BYU,Denver,H,90,74
12/13/2023,Tennessee St.,Liberty,V,52,74
12/13/2023,Louisville,Arkansas St.,H,63,75
12/13/2023,Northwestern,Chicago St.,H,73,75
12/13/2023,Charleston So.,North Ala.,H,64,76
12/13/2023,Stony Brook,Norfolk St.,H,84,78
12/13/2023,Creighton,UNLV,V,64,79
12/13/2023,Milwaukee,Longwood,H,67,80
12/13/2023,UIW,Rice,V,57,80
12/13/2023,App State,Queens (NC),V,93,81
12/13/2023,Mississippi St.,Murray St.,H,85,81
12/13/2023,UAB,Alabama A&M,V,93,82
12/13/2023,Utah St.,Santa Clara,V,84,82
12/13/2023,Little Rock,UTSA,H,93,84
12/13/2023,Norfolk St.,Stony Brook,V,78,84
12/13/2023,Santa Clara,Utah St.,H,82,84
12/13/2023,Murray St.,Mississippi St.,V,81,85
12/13/2023,Toledo,Marshall,H,88,87
12/13/2023,UNC Asheville,Auburn,N,62,87
12/13/2023,Marshall,Toledo,V,87,88
12/13/2023,Denver,BYU,V,74,90
